provider_location_guid,loc_name,loc_admin_street1,loc_admin_street2,loc_admin_city,loc_admin_state,loc_admin_zip,web_address,loc_phone,latitude,longitude,count
4aa63603-974b-49a0-9d0f-8b6e9cd5e4ad,ABC PHARMACY #MS1002791,954 W FOOTHILL BLVD SUITE 6D,NA,UPLAND,CA,91786,http://iepharmacy.com,(909) 946-5512,34.106298,-117.664431,2
4ab60144-9325-410e-93d0-ddca85e32c4e,Rite Aid #RA105783,221 EAST HARVARD BOULEVARD,NA,SANTA PAULA,CA,93060-3315,https://www.riteaid.com,805-525-4014,34.347647,-119.069547,2
4ac39731-305c-453a-8dd0-59dae910657e,Walmart Inc #10-3522,3250 Big Dalton Ave,NA,Baldwin Park,CA,91706-5107,https://www.walmart.com/store/3522,6268142235,34.071849,-117.963524,2
4ac5bc60-8e30-4e80-9716-c41a15fed787,Baldwin Park Medical Clinic Inc,14051 Ramona Pkwy;,NA,Baldwin Park,CA,91706,NA,(626) 960-3753,34.085371,-117.967663,1
4ac63ba1-786f-47d0-a0b3-0b516d2e9524,Walgreens Co. #7950,15316 NORDHOFF ST,-,NORTH HILLS,CA,91343-2234,https://www.walgreens.com,818-892-4249,34.235136,-118.465879,1
4af6e9de-5562-48a8-b43f-67c30c0e4ff4,TLC XPRESS PHARMACY #MS1000898,10810 WARNER AVE STE 3-4,NA,FOUNTAIN VALLEY,CA,92708,http://tlcxpress.com,(714) 465-2431,33.715418,-117.940248,2
4b033d63-8613-44fa-a3c3-2586c5d893db,VONS PHARMACY #2164,5688 Telephone Road,NA,Ventura,CA,93003,https://www.vons.com/vaccinations/home,805-644-5922,34.264449,-119.215097,3
4b0f0c4d-700d-48fc-ae28-a21675d4986c,"CVS Pharmacy, Inc. #09618",4105 W AVENUE L,NA,LANCASTER,CA,93536,https://www.cvs.com/store-locator/details-directions/009618,(661) 722-5784,34.661649,-118.203794,1
4b1b830c-bfc8-4ccf-808c-37627dc8628a,"CVS Pharmacy, Inc. #08894",101 REDLANDS MALL,NA,REDLANDS,CA,92373,https://www.cvs.com/store-locator/details-directions/008894,(909) 792-9684,34.056417,-117.184467,1
4b21fe20-b322-4a52-aeb1-9f038e5734ba,Sams Club #10-4819,5625 Gosford Rd,NA,Bakersfield,CA,93313-4999,https://www.samsclub.com/club/4819,6616548565,35.304292,-119.094963,2
4b61a318-53e9-4375-8d37-f7b7f7aef4f4,"CVS Pharmacy, Inc. #16093",2169 W REDONDO BEACH BLVD,NA,GARDENA,CA,90247,https://www.cvs.com/store-locator/details-directions/016093,(310) 515-3783,33.886423,-118.315656,1
4b6a1ae2-57e9-4c75-a7da-93839c32821b,Rite Aid #RA106042,420 GRASS VALLEY HIGHWAY,NA,AUBURN,CA,95603-3714,https://www.riteaid.com,530-885-9381,38.905253,-121.075208,2
4b78683d-7cd0-4f1a-a978-7ebb11b5707e,"CVS Pharmacy, Inc. #16053",3520 TYLER ST,NA,RIVERSIDE,CA,92503,https://www.cvs.com/store-locator/details-directions/016053,(951) 351-1083,33.906456,-117.45986,1
4b7aa6ac-1def-4137-b7dc-c8cdbe15c5c0,"Camilo S. Jorge, M.D. Prof. Corp.",16415 Colorado Ave. STE 102,NA,Paramount,CA,90723,http://www.jorgemedicalgroup.com,(562) 531-1946,33.884836,-118.161793,1
4b7f8e8f-6a69-410a-b50a-ec018354f553,Costco Wholesale Corporation #21,3150 FOSTORIA WAY,NA,DANVILLE,CA,94526,https://www.costco.com/pharmacy/adult-immunization-program.html,9252771800,37.782656,-121.973438,2
4b9acddd-2f77-4876-8cb0-68c033297e7f,Rite Aid #RA105554,10349 SEPULVEDA BOULEVARD,NA,MISSION HILLS,CA,91345-2421,https://www.riteaid.com,818-891-1941,34.258826,-118.468056,2
4b9e4302-3fda-43d9-93af-0fa5e2c42714,"CVS Pharmacy, Inc. #02944",53 E. OLIVE AVE.,NA,PORTERVILLE,CA,93257,https://www.cvs.com/store-locator/details-directions/002944,(559) 791-9238,36.064622,-119.01535,2
4ba1516c-c0e9-418d-a4c6-380717367f2a,"CVS Pharmacy, Inc. #09575",5501 BALL ROAD,NA,CYPRESS,CA,90630,https://www.cvs.com/store-locator/details-directions/009575,(714) 484-3502,33.81733,-118.035899,1
4ba40edc-022f-4583-9c24-35fb1720ca30,INGLEWOOD FAMILY MEDICAL CLINIC,3215 W Imperial Hwy;,NA,Inglewood,CA,90303,http://inglewoodfamilymedicalclinic.com,(310) 677-3595,33.931179,-118.329005,1
4bb677fd-091b-4f92-b97c-5e8ace50c0e3,Basso Pharmacy Inc DBA Seena Pharma #MS1000810,3901 Las Posas Rd,Suite 101,Camarillo,CA,93010,http://www.seenapharmacy.com,(805) 419-2686,34.241993,-119.018442,3
4bc5775f-9cf0-4594-bd28-4506a988ba5f,"CVS Pharmacy, Inc. #17672",225 BUSH ST. #100,NA,SAN FRANCISCO,CA,94104,https://www.cvs.com/store-locator/details-directions/017672,(415) 365-0835,37.790917,-122.401203,1
4bcaa020-9c9b-46bb-a7a5-f24f3b902485,Walgreens Co. #4049,3630 SAN PABLO DAM RD,-,EL SOBRANTE,CA,94803-2730,https://www.walgreens.com,510-758-2365,37.96367,-122.317572,1
4bcf532e-b574-42e9-9716-9b2091e82dff,Walgreens Co. #9703,1065 S FORTUNA BLVD,-,FORTUNA,CA,95540-3010,https://www.walgreens.com,707-726-0377,40.579497,-124.146067,3
4bd3971f-1b5d-47d2-a705-21e2c980329d,VONS PHARMACY #2188,8949 N. Cedar Ave,NA,Fresno,CA,93720,https://www.vons.com/vaccinations/home,559-438-1356,36.865042,-119.758619,2
4be7b5dd-c794-4d1e-a3d9-9536b77f5434,Kaiser Permanente #02115,3801 Howe Street,Floor 1,Oakland,CA,94611,https://healthy.kaiserpermanente.org/northern-california/health-wellness/coronavirus-information/vaccine-appointments,(866) 454-8855,37.825213,-122.256133,2
4be98f57-dcac-41ae-b0e9-0997b0df7d40,Kramers Pharmacy #0556324,29525 Canwood Street,NA,Agoura hills,CA,91301,NA,(818) 706-8099,34.148164,-118.767282,2
4bed5c62-9878-43a2-a092-7ff5e563fa9f,"CVS Pharmacy, Inc. #09874",2075 EAST HATCH RD.,NA,MODESTO,CA,95351,https://www.cvs.com/store-locator/details-directions/009874,(209) 537-4824,37.609754,-120.957964,2
4c07e634-f1cf-484c-bca8-d242c72179c9,Kaiser NC - Cypress Pharmacy B #2722 1st Floor,7300 N Fresno St;,NA,Fresno,CA,93720,https://healthy.kaiserpermanente.org/northern-california/health-wellness/coronavirus-information/vaccine-appointments,(866) 454-8855,36.842433,-119.780467,3
4c384828-9cd8-4fea-a859-1a3e115fe0eb,Capital City Pharmacy #5657549,339 Georgia Street,NA,Vallejo,CA,94590,http://www.capcitypharmacy.com,(707) 644-2272,38.101019,-122.257023,2
4c41b533-cad7-44f8-b4e7-4cbf2dc5a121,SAFEWAY PHARMACY #1899,989 SUNRISE AVENUE,NA,Roseville,CA,95661,https://www.safeway.com/vaccinations/home,916-773-4115,38.731073,-121.271041,2
4c46943c-c0bf-43b1-b150-4cf4796f097c,Rite Aid #RA106432,7211 ELK GROVE BOULEVARD,NA,ELK GROVE,CA,95758-5500,https://www.riteaid.com,916-478-2970,38.410008,-121.418564,2
4c7945f3-d422-474e-853c-021abdff3f1b,Rite Aid #RA105479,4410 EAST SLAUSON AVENUE,NA,MAYWOOD,CA,90270-2932,https://www.riteaid.com,323-771-9422,33.98686,-118.187602,2
4c8d07d7-5901-435c-8360-1594e663b08a,Walgreens Co. #11754,787 L ST,-,CRESCENT CITY,CA,95531-2822,https://www.walgreens.com,707-464-3857,41.757232,-124.196777,2
4c92227d-f14c-4318-9821-0995181c6d0f,Walgreens Co. #9102,2271 BALFOUR RD,-,BRENTWOOD,CA,94513-4923,https://www.walgreens.com,925-626-3491,37.926103,-121.737268,2
4c95b40e-be84-4c5d-8834-5dac46ece176,"CVS Pharmacy, Inc. #09573",6299 SOUTH BRISTOL PARKWAY,NA,CULVER CITY,CA,90230,https://www.cvs.com/store-locator/details-directions/009573,(310) 641-4426,33.982615,-118.392457,1
4c9fdf81-09eb-429d-93c7-85973ba7eb69,"CVS Pharmacy, Inc. #16940",5769 LONE TREE WAY,NA,ANTIOCH,CA,94531,https://www.cvs.com/store-locator/details-directions/016940,(925) 752-0003,37.96455,-121.737713,1
4cc9f79f-7868-47da-99bc-e32bbd35a130,Paramount Family Pharmacy,8010 2nd Street;,NA,Paramount,CA,90723,www.rxparamount.com,(562) 531-1313,33.898132,-118.159639,2
4cce5581-5d7e-401e-bd8a-991c795e11f9,"CVS Pharmacy, Inc. #16275",4300 LAS POSITAS RD,NA,LIVERMORE,CA,94551,https://www.cvs.com/store-locator/details-directions/016275,(925) 245-1406,37.70129,-121.746796,1
4cce57b9-8b60-4a40-ae90-2f9a40246232,Pure Care Pharmacy,5550 CARMEL MOUNTAIN RD,NA,SAN DIEGO,CA,92130,https://healthmartcovidvaccine.com,858-925-6149,32.956476,-117.145907,2
4cd3b14c-bec2-4152-b82c-bd1a662af9fa,Bear Valley Pharmacy,17003 Bear Valley Rd Ste B,NA,Hesperia,CA,92345,NA,(760) 998-2130,34.470173,-117.29264,3
4cdd9ec6-8217-46ec-bfca-518338ce0d77,"CVS Pharmacy, Inc. #09652",8491 SANTA MONICA BLVD,NA,WEST HOLLYWOOD,CA,90069,https://www.cvs.com/store-locator/details-directions/009652,(310) 360-7303,34.090135,-118.376052,1
4ce3999b-241f-4629-bd22-9e726c1614e9,SOUTH MARINA PHARMACY #MS1000317,5 JOURNEY STE 140A,NA,ALISO VIEJO,CA,92656,https://myturn.ca.gov/,(949) 643-5163,33.570284,-117.728037,3
4ce8b696-1151-49b2-a853-080f242d0de9,"CVS Pharmacy, Inc. #09248",1700 MCHENRY AVE.,NA,MODESTO,CA,95350,https://www.cvs.com/store-locator/details-directions/009248,(209) 529-4813,37.669122,-120.990622,1
4ceb9a00-adde-44f0-96af-e9cb3275f180,LIVE WELL PHARMACY #566902,15871 POMONA RINCON RD,NA,CHINO HILLS,CA,91709,NA,909-325-2211,33.96514,-117.690997,2
4d0a1069-6aea-4e8a-8d37-f3bac6d3098a,BOLSA EXPRESS PHARMACY #564931,9262 BOLSA AVE SUITE A,NA,WESTMINSTER,CA,92683,NA,(714) 891-8810,33.744495,-117.967697,2
4d1be711-4d61-41e8-95bd-f61c307df2d9,Haddad Clinic,8860 Center Dr. STE 320,NA,La Mesa,CA,91942,https://www.haddadclinic.com/,(619) 376-1904,32.782575,-117.006606,2
4d1c620b-815a-4571-bb99-17389b5a7793,Hanford Express Pharmacy,365 campus dr,NA,HANFORD,CA,93230,http://www.MedExRx.net,(559) 583-1480,36.327453,-119.662911,2
4d28c6a0-4752-4573-aafa-b3084ce57377,VONS PHARMACY #3160,8891 ATLANTA AVENUE,NA,Huntington Beach,CA,92646,https://www.vons.com/vaccinations/home,714-960-9640,33.658475,-117.973042,1
4d35e9c4-2ec5-43ee-8d40-7701c3179ee1,"CVS Pharmacy, Inc. #09865",7096 N WEST AVE,NA,FRESNO,CA,93711,https://www.cvs.com/store-locator/details-directions/009865,(559) 436-0471,36.838722,-119.825374,1
4d3dfe4f-cf44-4020-bbb0-cb0e0dd2f869,THE MEDICINE SHOPPE #MS1000217,282 VILLAGE SQUARE,NA,ORINDA,CA,94563,http://orindamedicineshoppe.com/,(925) 254-1211,37.883175,-122.190527,2
4d472546-daf6-48a6-b04b-f10cb55e7184,Riverwalk Pharmacy,"4234 Riverwalk Parkway, ste 130",NA,Riverside,CA,92505,https://myriverwalkpharmacy.com/,(951) 352-3030,33.903587,-117.495989,3
4d61b095-cf7c-4cf2-86a4-e8e42a527988,Soledad Pharmacy and Wellness Center,537 Front St,NA,Soledad,CA,93960,http://www.soledadpharmacy.com,(831) 677-6100,36.426823,-121.328585,2
4d8a3f7a-59f3-4e25-86ca-230376b72452,Save Mart Supermarkets #074080,1750 FULTON ST,NA,SAN FRANCISCO,CA,94117,https://savemartluckysched.rxtouch.com/smsched/program/covid19/patient/advisory,415-923-6789,37.776174,-122.445785,1
4d8f0c01-cf06-4c43-96c6-8a0a6adef677,"CVS Pharmacy, Inc. #09175",4829 CLAIREMONT DR,NA,SAN DIEGO,CA,92117,https://www.cvs.com/store-locator/details-directions/009175,(858) 273-5300,32.831306,-117.204713,1
4da8301d-9c77-4dbd-a2b3-248abd7740f8,Westminster Health Center,14372 Beach Blvd;,NA,Westminster,CA,92683,https://www.plannedparenthood.org/planned-parenthood-orange-san-bernardino,(714) 922-4100,33.752845,-117.988873,1
4dadf774-cd20-42af-9044-4b691a327724,Save Mart Supermarkets #073597,15840 HESPERIAN BLVD,NA,SAN LORENZO,CA,94580,https://savemartluckysched.rxtouch.com/smsched/program/covid19/patient/advisory,(510) 276-9395,37.682353,-122.126857,2
4dca9e66-f8df-4692-b226-4bb91b7611d4,United Health Centers - Earlimart,476 E Washington Ave,NA,Earlimart,CA,93219,https://www.unitedhealthcenters.org/appointment-request,(800) 842-8554,35.884532,-119.271588,3
4df5e576-b505-4624-92c6-a732ec32506b,Walmart Inc #10-3523,26471 Carl Boyer Dr,NA,Santa Clarita,CA,91350-2996,https://www.walmart.com/store/3523,6612590863,34.414162,-118.506468,3
4df64ac4-5680-403b-9b68-5a6a4aff50da,Westbrook Pharmacy,10212 WESTMINSTER AVE SUITE 109,NA,Garden Grove,CA,92843,NA,7145309378,33.759119,-117.951399,2
4e355719-d75c-4c31-bf2c-b88b7cc66812,Walmart Inc #10-1912,479 N Mckinley St,NA,Corona,CA,92879-1205,https://www.walmart.com/store/1912,9512700707,33.890733,-117.517112,3
4e60b47b-68cd-4684-b13e-1052badff0d8,Lassen County Public Health- Location Account,1445 Paul Bunyan Road Ste B;,NA,Susanville,CA,96130,http://lassencares.org,(530) 251-8183,40.422698,-120.649155,2
4e8fdd0c-3781-4c0c-be3a-e1f160273b85,Rite Aid #RA105893,2150 ROOSEVELT AVENUE,NA,REDWOOD CITY,CA,94061-1304,https://www.riteaid.com,650-369-2071,37.465905,-122.242434,2
4ea184be-eee8-44b4-9c92-443ad5e4fadb,SAV-ON PHARMACY #2543,2400 W COMMONWEALTH AVE,NA,Alhambra,CA,91803,https://www.albertsons.com/vaccinations/home,626-576-3900,34.086573,-118.149846,3
4ea2385d-f957-42d2-b256-ed4967585316,Walmart Inc #10-5603,12270 Paramount Blvd,NA,Downey,CA,90242-3549,https://www.walmart.com/store/5603,5626224891,33.928124,-118.147651,3
4ebb2f9f-4c1f-4aa7-be7d-0550fc307dc3,Rite Aid #RA105424,226 NORTH LARCHMONT BLVD.,NA,LOS ANGELES,CA,90004-1707,https://www.riteaid.com,323-467-1366,34.075469,-118.323319,2
4ebb6c4b-b199-4831-8129-40d586027382,Ralphs Pharmacy #70300700,12201 HIGHLAND AVE,NA,RANCHO CUCAMONGA,CA,91739,www.krogerhealth.com,(909) 646-9366,34.135087,-117.539403,1
4ebe1cb0-b890-4d54-a720-8064bc563436,Lotus Medical,18384 Brookhurst Street,NA,Fountain Valley,CA,92708,https://lotusmedoc.com/,(714) 378-5223,33.695695,-117.953371,3
4ec55b17-b0d8-4eaa-92f0-cd9b3c3eed92,WELLNESS PHARMACY #MS1001536,14777 LOS GATOS BLVD,suite 101,LOS GATOS,CA,95032,https://www.wellnesspharmacylg.com/,(408) 356-4848,37.253632,-121.952639,3
4ec568e8-f665-4d36-91a4-111c473ad4cc,Walgreens Co. #6249,4351 E IMPERIAL HWY,-,LYNWOOD,CA,90262-2318,https://www.walgreens.com,310-609-2406,33.931247,-118.184216,1
4ecd042c-959d-481d-886f-109e795356c6,Rite Aid #RA105635,3813 PLAZA DRIVE,NA,OCEANSIDE,CA,92056-4624,https://www.riteaid.com,760-941-0712,33.180733,-117.292502,2
4ee4d7fa-4d2f-40bc-abe1-50c623d824df,PROFESSIONAL PHARMACY FAIRVIEW #MS1001758,1002 N Fairview St,NA,Santa Ana,CA,92703,NA,(714) 881-0012,33.753489,-117.902701,2
4f2c4417-ab61-4275-bdc4-52c6262371fd,"CVS Pharmacy, Inc. #17314",3155 SILVER CREEK RD,NA,SAN JOSE,CA,95121,https://www.cvs.com/store-locator/details-directions/017314,(408) 238-6070,37.307282,-121.813378,1
4f3cea2e-7547-4997-abf0-668e083d7f9c,Rite Aid #RA105435,1637 NORTH VERMONT AVENUE,NA,LOS ANGELES,CA,90027-5312,https://www.riteaid.com,323-664-9854,34.101111,-118.292584,2
4f3d6b47-9ffd-4055-bce2-b3f1acc81e82,North East Medical Services - Lundy,1870 Lundy Ave;,NA,San Jose,CA,95131,https://www.nems.org/covid19/index.html,(415) 213-1971,37.392921,-121.889613,1
4f401f8d-3faf-48f2-a81c-1287b89a12b0,986 Pharmacy,9612 LAS TUNAS DRIVE;,NA,TEMPLE CITY,CA,91780,NA,(626) 309-5052,34.106528,-118.060314,2
4f576857-44f4-431e-95d8-b023dc8100b4,Rite Aid #RA105710,2130 EAST HIGHLAND AVENUE,NA,SAN BERNARDINO,CA,92404-4628,https://www.riteaid.com,909-862-4678,34.136417,-117.241248,2
4f7098fe-ccf4-4f30-849c-5383a0b1a215,Walgreens Co. #12257,260 EL CAMINO REAL,-,BURLINGAME,CA,94010-5120,https://www.walgreens.com,650-342-2977,37.576565,-122.349587,1
4f7ab3a1-c0a5-479f-809d-030b12d81626,Walgreens Co. #4331,401 PARADISE RD,-,MODESTO,CA,95351-3163,https://www.walgreens.com,209-575-3257,37.628292,-121.012521,1
4f7fd92a-e050-483b-a21a-fbdbd6174dc7,Costco Wholesale Corporation #1042,2300 MIDDLEFIELD ROAD,NA,REDWOOD CITY,CA,94063,https://www.costco.com/pharmacy/adult-immunization-program.html,6505684049,37.478432,-122.216283,3
4f814c0f-fa2b-41ba-b36e-e6860388bb32,Walgreens Co. #6612,8400 ELK GROVE FLORIN RD,-,ELK GROVE,CA,95624-9450,https://www.walgreens.com,916-525-3563,38.452221,-121.373024,1
4f91428d-6bec-4e59-9185-2a096cfd1c51,"CVS Pharmacy, Inc. #17516",10881 OLSON DR.,NA,RANCHO CORDOVA,CA,95670,https://www.cvs.com/store-locator/details-directions/017516,(916) 503-2513,38.596614,-121.285731,1
4fa89bd8-dfd8-46d5-b16b-bfe19ada4afd,Walmart Inc #10-2495,13331 Beach Blvd,NA,Westminster,CA,92683-9206,https://www.walmart.com/store/2495,7147990020,33.767702,-117.993539,2
4fce7fd8-92db-4722-b171-3b31b708f8ce,Walmart Inc #10-5139,235 E Dorset Dr,NA,Dixon,CA,95620-9232,https://www.walmart.com/store/5139,7076936505,38.47186,-121.820496,3
4fd40519-b25d-48d4-b2d3-3368c77e02cc,"CVS Pharmacy, Inc. #17394",651 W SEPULVEDA BLVD,NA,CARSON,CA,90745,https://www.cvs.com/store-locator/details-directions/017394,(310) 507-0021,33.80976,-118.286099,1
4fdc8f2e-6afc-407e-a1eb-3de41b14b68c,Ralphs Pharmacy #70300293,1233 N LA BREA AVE,NA,WEST HOLLYWOOD,CA,90038,www.krogerhealth.com,(323) 876-5651,34.09347,-118.344551,2
4fe79665-8a91-4da8-89bd-4004b872cbe3,Walmart Inc #10-3477,7250 Carson Blvd,NA,Long Beach,CA,90808-2358,https://www.walmart.com/store/3477,5624255113,33.829064,-118.091068,2
4ff5d563-f5c8-4efa-b129-72ae5339256d,"CVS Pharmacy, Inc. #09503",8490 BEVERLY BLVD,NA,LOS ANGELES,CA,90048,https://www.cvs.com/store-locator/details-directions/009503,(323) 653-0217,34.075502,-118.375934,2
4ff7877a-ccba-4090-90cd-423769317c5c,Truxtun Pharmacy #0573926,5925 Truxtun Avenue Suite B,NA,BAKERSFIELD,CA,93309,NA,(661) 324-7979,35.362892,-119.069935,2
4ffbb1c1-1d80-45b9-8f8a-1aacbd3c186c,Los Angeles Career College,8978 Tampa Ave,NA,Northridge,CA,91324-3521,https://www.lacareercollege.com/,(818) 766-1000,34.23319,-118.552292,1
501206df-508b-4fe9-af93-b8de99559e4e,Queens Pharmacy - Apple Valley,18522 US HIghway 18 # 103,NA,Apple Valley,CA,92307,http://www.queenspharmacies.com,(760) 946-4700,34.539845,-117.25985,2
50234491-8e88-424e-ac2a-5b893f87df8f,"CVS Pharmacy, Inc. #08871",13171 MINDANAO WAY,NA,MARINA DEL REY,CA,90292,https://www.cvs.com/store-locator/details-directions/008871,(310) 821-8908,33.984476,-118.438854,1
504f19f9-c509-45ad-a0f8-5fa6eafff682,"CVS Pharmacy, Inc. #02768",6500 S. UNION AVE.,NA,BAKERSFIELD,CA,93307,https://www.cvs.com/store-locator/details-directions/002768,(661) 835-8371,35.295233,-119.002454,1
505e8d3b-f45a-4bcb-bff1-e75cf0abbc85,"CVS Pharmacy, Inc. #03034",333 ACADEMY AVE,NA,SANGER,CA,93657,https://www.cvs.com/store-locator/details-directions/003034,(559) 875-2044,36.711424,-119.557571,1
506b68e7-8fab-4155-88cb-a514a77e2144,Rite Aid #RA106366,6001 COFFEE ROAD,NA,BAKERSFIELD,CA,93308-9414,https://www.riteaid.com,661-587-5401,35.412987,-119.093002,2
5077ddc4-29ed-4733-8f4d-abba7bb3724a,"HealthQuest, Inc.",8141 Greenback ln,NA,fair oaks,CA,95628,http://MyTurn.CA.gov,(916) 238-1700,38.679244,-121.260468,2
5084f943-cd93-41c5-ab72-1f0da2d8449c,Foothill Primary Care,8235 Rochester Ave Suite 110-120,NA,Rancho Cucamonga,CA,91730,NA,9094844900,34.10395,-117.544211,4
5086683d-9578-4a65-b590-64510adc58ee,SAV-ON PHARMACY #2509,804 AVENIDA PICO,NA,San Clemente,CA,92673,https://www.albertsons.com/vaccinations/home,949-492-9448,33.442707,-117.614043,1
50964caf-19a1-4dda-964f-ffaa2f7d9b73,Groveland Pharmacy,18638 Main Street,NA,Groveland,CA,95321,https://grovelandrx.com/,(209) 962-5211,37.838103,-120.232814,1
509c34d1-1167-488f-b71a-9859aceb8e1d,GREENS FORTUNA PHARMACY,1058 MAIN ST,NA,FORTUNA,CA,95540,https://healthmartcovidvaccine.com,707-725-4431,40.598281,-124.155716,1
50badc5d-0788-445f-acbe-a48773f6b04c,Boies Medical Center Pharmacy #0548973,828 Delbon Avenue,NA,Turlock,CA,95382,https://www.boiesrx.com/,(209) 634-8511,37.510227,-120.838903,3
50bf5413-021a-40ae-9aa6-99f63f1b16ef,Costco Wholesale Corporation #1080,725 CENTER DRIVE,NA,SAN MARCOS,CA,92069,https://www.costco.com/pharmacy/adult-immunization-program.html,7608716868,33.136115,-117.125372,3
50c2f098-1029-4fb6-969c-0fdb81511d9b,Save Mart Supermarkets #075529,1951 HOLMES STREET,NA,LIVERMORE,CA,94550,https://savemartluckysched.rxtouch.com/smsched/program/covid19/patient/advisory,(925) 447-7762,37.661245,-121.781489,2
50d52f9b-6f3c-4d32-a275-800ac4c1b7d2,"CVS Pharmacy, Inc. #05837",7065 LA PALMA AVE.,NA,BUENA PARK,CA,90620,https://www.cvs.com/store-locator/details-directions/005837,(714) 228-2085,33.847147,-118.010237,1
50ead4e7-e31e-462f-b6a7-b2738e1a9ba8,Rite Aid #RA105825,1690 EAST GRAND AVENUE,NA,ARROYO GRANDE,CA,93420-2469,https://www.riteaid.com,805-474-0469,35.121517,-120.608393,2
50ec371a-a4a2-44b3-a3b8-0fb260d184ad,"CVS Pharmacy, Inc. #17676",3030 GRAPE ST,NA,SAN DIEGO,CA,92102,https://www.cvs.com/store-locator/details-directions/017676,(619) 684-7087,32.726775,-117.128773,1
50ee6d16-ee12-4518-bfa7-40696e14e093,Kaiser Permanente #02711,10725 International Drive,Floor 1,Rancho Cordova,CA,95670,https://healthy.kaiserpermanente.org/northern-california/health-wellness/coronavirus-information/vaccine-appointments,(866) 454-8855,38.578116,-121.290688,1
50f7da72-0098-4bbb-819c-f2619433b1c7,"CVS Pharmacy, Inc. #08849",1545 WEST 17TH STREET,NA,SANTA ANA,CA,92706,https://www.cvs.com/store-locator/details-directions/008849,(714) 547-6578,33.761209,-117.88972,1
512307d9-43d1-46af-8636-0c3abbc1dd88,"CVS Pharmacy, Inc. #09769",8580 WHITTIER BLVD.,NA,PICO RIVERA,CA,90660,https://www.cvs.com/store-locator/details-directions/009769,(562) 942-2268,34.003087,-118.089652,1
512767bf-abc7-486d-b328-548f6d720c7b,"CVS Pharmacy, Inc. #09872","6877 SEBASTOPOL AVE.,",NA,SEBASTOPOL,CA,95472,https://www.cvs.com/store-locator/details-directions/009872,(707) 823-7209,38.402111,-122.822289,1
5129e59e-bb09-43ad-9a39-637e133439c5,SAFEWAY PHARMACY #1439,785 E. El Camino Real,NA,Sunnyvale,CA,94087,https://www.safeway.com/vaccinations/home,408-481-3302,37.357179,-122.017825,2
513410ed-6bd2-4df0-895a-c03c04c75aef,White Memorial Community Health Center,1828 E Cesar E Chavez Ave;Suite 5000,NA,LOS ANGELES,CA,90033,https://wmchealthcenter.org/,(323) 987-1200,34.051228,-118.217188,1
51371b99-6b10-4eb8-b18b-928355b929a7,"CVS Pharmacy, Inc. #16047",2270 N BELLFLOWER BLVD,NA,LONG BEACH,CA,90815,https://www.cvs.com/store-locator/details-directions/016047,(562) 430-3753,33.797874,-118.1226,1
51550969-1390-4e68-8e4a-fe8f7e6c8769,"CVS Pharmacy, Inc. #09959",1560 W VALLEY PKWY,NA,ESCONDIDO,CA,92029,https://www.cvs.com/store-locator/details-directions/009959,(760) 738-9835,33.108535,-117.105241,1
51740846-a69b-437a-b10f-15f91236aee4,"CVS Pharmacy, Inc. #08521",1003 E. DEVONSHIRE AVE.,NA,HEMET,CA,92543,https://www.cvs.com/store-locator/details-directions/008521,(951) 658-2348,33.751016,-116.961947,1
51750a34-7655-4fc5-8c4a-c68ecd1e88ed,Ralphs Pharmacy #70300292,1644 CLOVERFIELD AVE,NA,SANTA MONICA,CA,90404,www.krogerhealth.com,(310) 582-3915,34.027042,-118.473906,1
517e3fc1-1ca8-41df-a141-9dca14f86c86,Rite Aid #RA105563,8400 VAN NUYS BOULEVARD,NA,PANORAMA CITY,CA,91402-3610,https://www.riteaid.com,818-891-6785,34.223425,-118.448347,2
517e939d-6080-4df0-9d12-be2c2e1b42fa,"CVS Pharmacy, Inc. #03908",1885 W 11TH ST,NA,TRACY,CA,95376,https://www.cvs.com/store-locator/details-directions/003908,(209) 836-1460,37.740953,-121.451242,1
51828f19-931c-4d64-84df-6129a4220311,VONS PHARMACY #1610,1790 North Moorpark Road,NA,Thousand Oaks,CA,91360,https://www.vons.com/vaccinations/home,805-497-8423,34.201509,-118.86678,3
51a8e8b5-6524-4d8a-adc3-147d11c38b21,Walmart Inc #10-1575,465 Cal Oak Rd.,NA,Oroville,CA,95965-4183,https://www.walmart.com/store/1575,5305341082,39.4907,-121.571368,2
51aa8e41-3b91-4bfa-85d1-4cf74d11e94e,Save Mart Supermarkets #062756,1107 EAST CHAMPLAIN AVE,NA,FRESNO,CA,93720,https://savemartluckysched.rxtouch.com/smsched/program/covid19/patient/advisory,559-433-0283,36.870465,-119.765133,1
51ab3cbd-8ee8-43c9-ad25-f88bc92e568d,SAV-ON PHARMACY #1335,26521 AGOURA ROAD,NA,Calabasas,CA,91302,https://www.albertsons.com/vaccinations/home,818-880-8807,34.144997,-118.699712,3
51ca8714-e15b-4cad-8730-4ee1e6485cc0,dde rx inc dba dde pharmacy #MS1002453,18491 COLIMA RD,NA,rowland heights,CA,91748,NA,(626) 581-3133,33.989155,-117.901514,1
51f3bba5-3ead-419a-9f26-4288a5da4114,"CVS Pharmacy, Inc. #17610",990 AVENIDA VISTA HERMOSA,NA,SAN CLEMENTE,CA,92673,https://www.cvs.com/store-locator/details-directions/017610,(949) 456-8669,33.463854,-117.60626,1
